SiteId,Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521 - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
7090,30361533,2023-06-23T00:00:00,23:14:00,92,102,6,7,34,0,0,0,0,0,0,0,0,1,10,39,48,42,9,64,149
7090,30361533,2023-06-23T00:00:00,23:29:00,93,118,7,4,32,0,0,0,0,0,0,0,0,1,12,32,52,45,19,66,161
7090,30361533,2023-06-23T00:00:00,23:44:00,94,100,2,8,33,0,0,0,0,0,0,0,0,0,10,39,40,45,9,65,143
7090,30361533,2023-06-23T00:00:00,23:59:00,95,87,6,6,29,0,0,0,0,0,0,0,0,1,6,36,39,34,12,65,128
7090,30361533,2023-06-24T00:00:00,00:14:00,0,88,6,8,23,0,0,0,0,0,0,0,0,2,13,28,45,34,3,63,125
7090,30361533,2023-06-24T00:00:00,00:29:00,1,100,8,9,38,0,0,0,0,0,0,0,1,4,14,39,45,44,8,63,155
7090,30361533,2023-06-24T00:00:00,00:44:00,2,55,4,5,32,0,0,0,0,0,0,0,0,1,9,28,42,14,2,62,96
7090,30361533,2023-06-24T00:00:00,00:59:00,3,17,1,1,13,0,0,0,0,0,0,0,0,0,7,7,11,6,1,62,32
7090,30361533,2023-06-24T00:00:00,01:14:00,4,25,7,1,4,0,0,0,0,0,0,0,0,0,1,3,16,12,5,69,37
7090,30361533,2023-06-24T00:00:00,01:29:00,5,31,4,3,37,0,0,0,0,0,0,0,0,0,12,30,12,16,5,62,75
7090,30361533,2023-06-24T00:00:00,01:44:00,6,62,5,10,64,0,0,0,0,0,0,0,1,0,9,52,35,31,13,63,141
7090,30361533,2023-06-24T00:00:00,01:59:00,7,30,9,8,53,0,0,0,0,0,0,0,0,0,10,47,19,14,10,62,100
7090,30361533,2023-06-24T00:00:00,02:14:00,8,32,4,7,43,0,0,0,0,0,0,0,0,1,10,32,18,19,6,62,86
7090,30361533,2023-06-24T00:00:00,02:29:00,9,27,5,12,38,0,0,0,0,0,0,0,0,0,9,35,10,19,9,63,82
7090,30361533,2023-06-24T00:00:00,02:44:00,10,27,8,5,32,0,0,0,0,0,0,0,0,0,10,26,17,11,8,62,72
7090,30361533,2023-06-24T00:00:00,02:59:00,11,21,3,12,49,0,0,0,0,0,0,0,0,0,11,41,15,15,3,61,85
7090,30361533,2023-06-24T00:00:00,03:14:00,12,24,8,9,41,0,0,0,0,0,0,0,2,0,12,35,16,14,3,60,82
7090,30361533,2023-06-24T00:00:00,03:29:00,13,21,8,8,42,0,0,0,0,0,0,0,0,1,8,36,18,11,5,61,79
7090,30361533,2023-06-24T00:00:00,03:44:00,14,26,5,11,28,0,0,0,0,0,0,0,0,1,6,26,16,17,4,63,70
7090,30361533,2023-06-24T00:00:00,03:59:00,15,28,8,16,30,0,0,0,0,0,0,0,0,2,7,23,27,17,6,63,82
7090,30361533,2023-06-24T00:00:00,04:14:00,16,29,9,11,41,0,0,0,0,0,0,1,0,3,11,34,20,13,8,61,90
7090,30361533,2023-06-24T00:00:00,04:29:00,17,24,12,10,33,0,0,0,0,0,0,0,0,2,10,30,9,23,5,62,79
7090,30361533,2023-06-24T00:00:00,04:44:00,18,34,6,7,34,0,0,0,0,0,0,0,0,0,3,29,19,19,11,65,81
7090,30361533,2023-06-24T00:00:00,04:59:00,19,48,5,9,32,0,0,0,0,0,0,0,0,1,9,25,20,29,10,65,94
7090,30361533,2023-06-24T00:00:00,05:14:00,20,57,6,11,29,0,0,0,0,0,0,0,0,0,4,33,24,27,15,66,103
7090,30361533,2023-06-24T00:00:00,05:29:00,21,65,8,10,38,0,0,0,0,0,0,0,0,1,12,35,24,34,15,65,121
7090,30361533,2023-06-24T00:00:00,05:44:00,22,77,8,13,44,0,0,0,0,0,0,0,0,1,11,42,31,34,23,65,142
7090,30361533,2023-06-24T00:00:00,05:59:00,23,103,9,8,41,0,0,0,0,0,0,0,0,1,15,31,42,51,21,66,161
7090,30361533,2023-06-24T00:00:00,06:14:00,24,95,17,17,40,0,0,0,0,0,0,0,0,1,11,37,48,50,22,66,169
7090,30361533,2023-06-24T00:00:00,06:29:00,25,110,11,13,33,0,0,0,0,0,0,0,0,1,8,31,38,55,34,68,167
7090,30361533,2023-06-24T00:00:00,06:44:00,26,175,18,23,36,0,0,0,0,0,0,0,0,2,16,37,75,77,45,68,252
7090,30361533,2023-06-24T00:00:00,06:59:00,27,208,19,17,17,0,0,0,0,0,0,0,1,0,13,26,71,96,54,69,261
7090,30361533,2023-06-24T00:00:00,07:14:00,28,227,18,13,22,0,0,0,0,0,0,0,0,0,11,26,82,109,52,70,280
7090,30361533,2023-06-24T00:00:00,07:29:00,29,251,17,14,26,0,0,0,0,0,0,0,0,2,9,22,95,110,70,70,308
7090,30361533,2023-06-24T00:00:00,07:44:00,30,293,24,17,23,0,0,0,0,0,0,1,0,1,15,33,91,151,65,70,357
7090,30361533,2023-06-24T00:00:00,07:59:00,31,344,23,19,29,0,0,0,0,0,0,0,1,1,12,32,132,163,74,70,415
7090,30361533,2023-06-24T00:00:00,08:14:00,32,358,23,19,18,0,0,0,0,0,0,0,0,0,14,27,101,187,89,71,418
7090,30361533,2023-06-24T00:00:00,08:29:00,33,399,19,21,25,0,0,0,0,0,0,1,1,1,16,42,133,192,78,69,464
7090,30361533,2023-06-24T00:00:00,08:44:00,34,458,24,22,32,0,0,0,0,0,0,0,0,0,12,60,143,227,94,70,536
7090,30361533,2023-06-24T00:00:00,08:59:00,35,517,29,16,29,0,0,0,0,0,0,0,0,2,19,36,153,254,127,71,591
7090,30361533,2023-06-24T00:00:00,09:14:00,36,521,22,16,28,0,0,0,0,0,0,0,0,1,23,46,171,243,103,70,587
7090,30361533,2023-06-24T00:00:00,09:29:00,37,568,27,17,22,0,0,0,0,0,0,0,0,7,16,57,201,263,90,69,634
7090,30361533,2023-06-24T00:00:00,09:44:00,38,606,22,23,16,0,0,0,0,0,0,0,0,0,14,48,229,297,79,70,667
7090,30361533,2023-06-24T00:00:00,09:59:00,39,674,15,25,26,0,0,0,0,0,0,0,1,6,29,51,269,298,86,69,740
