Id,Name,Description,Longitude,Latitude,Status
120,MIDAS site at M1/3920A priority 7 on link 199017201; GPS Ref: 447263;333980; Northbound,M1/3920A,-1.29880098881557,52.901208360064,Inactive
121,MIDAS site at M4/2302B priority 3 on link 199003201; GPS Ref: 502117;178175; Eastbound,M4/2302B,-0.530439284966493,51.4933088738952,Inactive
122,MIDAS site at M62/1758A priority 1 on link 116031802; GPS Ref: 399043;414844; Eastbound,M62/1758A,-2.01594440065455,53.6301380076137,Active
123,MIDAS site at M1/3789B priority 2 on link 107030601; GPS Ref: 448071;321631; Southbound,M1/3789B,-1.28860407477238,52.7901352574151,Active
124,MIDAS site at M25/5316B priority 1 on link 199002701; GPS Ref: 520813;202208; Anti-clockwise,M25/5316B,-0.252983829772872,51.7056183216442,Active
125,MIDAS site at M1/4647A priority 1 on link 116025801; GPS Ref: 437103;394542; Northbound,M1/4647A,-1.44283749198875,53.4463628432432,Inactive
126,MIDAS site at M20/6502L priority 1 on link 104028101; GPS Ref: 569281;159343; Westbound,M20/6502L,0.427301099069061,51.3080280687437,Inactive
127,MIDAS site at M1/3714B priority 1 on link 126024001; GPS Ref: 448569;314367; Southbound,M1/3714B,-1.28229217689948,52.724795635042,Active
128,MIDAS site at M42/6602B priority 1 on link 111023101; GPS Ref: 423136;298734; Southbound,M42/6602B,-1.65994741186594,52.5859414566433,Inactive
129,MIDAS site at M6/7536A priority 1 on link 117016001; GPS Ref: 356135;433089; Northbound,M6/7536A,-2.66734107099392,53.7922687423795,Active
130,MIDAS site at M1/4662B priority 1 on link 116025002; GPS Ref: 436834;396021; Southbound,M1/4662B,-1.44671547561399,53.4596752783534,Inactive
131,MIDAS site at M42/6598A priority 1 on link 111023401; GPS Ref: 422830;298492; Northbound,M42/6598A,-1.66448032227882,52.5837787432225,Inactive
132,MIDAS site at M42/6694B priority 1 on link 111022301; GPS Ref: 428080;306340; Southbound,M42/6694B,-1.58633478756029,52.6540835299817,Inactive
133,MIDAS site at M42/6277A priority 1 on link 111001801; GPS Ref: 411633;272234; Northbound,M42/6277A,-1.83064033043801,52.3480710350191,Active
134,MIDAS site at M60/9492A priority 1 on link 115028201; GPS Ref: 391063;395667; Clockwise,M60/9492A,-2.1360583677519,53.4576935244612,Active
135,MIDAS site at M4/2979B priority 1 on link 200110982; GPS Ref: 442016;172622; Eastbound,M4/2979B,-1.39672960093627,51.4510296413867,Active
136,MIDAS site at M4/2368A priority 2 on link 105008101; GPS Ref: 496430;179050; Westbound,M4/2368A,-0.612093069827066,51.5021717889616,Inactive
137,MIDAS site at M4/3188A priority 1 on link 102005102; GPS Ref: 423643;180072; Westbound,M4/3188A,-1.66063282508525,51.5190777077866,Active
138,MIDAS site at M25/4546A priority 13 on link 199131301; GPS Ref: 522867;153119; Clockwise,M25/4546A,-0.240337912305665,51.2639936126598,Active
139,MIDAS site at M42/6504B priority 1 on link 126109601; GPS Ref: 418729;290845; Southbound,M42/6504B,-1.72543431237928,52.5151881598434,Active
140,MIDAS site at M18/7641A priority 1 on link 116009301; GPS Ref: 456091;398007; Northbound,M18/7641A,-1.15636356825352,53.4758318036165,Active
141,MIDAS site at M5/7050A priority 1 on link 112009701; GPS Ref: 401763;290395; Southbound,M5/7050A,-1.97544654920905,52.5114578087907,Active
142,MIDAS site at M6/6689A priority 9 on link 123008101; GPS Ref: 377603;359903; Northbound,M6/6689A,-2.33622987039818,53.1358238823146,Inactive
143,MIDAS site at M62/1612A priority 1 on link 115032402; GPS Ref: 386530;408992; Eastbound,M62/1612A,-2.20490264677245,53.5773651156279,Inactive
144,MIDAS site at M25/4681A priority 1 on link 200047926; GPS Ref: 511963;157575; Clockwise,M25/4681A,-0.395159816936683,51.3062892566012,Active
145,MIDAS site at M1/4841J priority 1 on link 116009801; GPS Ref: 429874;411690; Northbound,M1/4841J,-1.55004775990399,53.6009473966222,Active
146,MIDAS site at M27/9160J priority 1 on link 103007701; GPS Ref: 441610;117958; Eastbound,M27/9160J,-1.40890127970687,50.9595442229314,Active
147,MIDAS site at A38/4508B priority 1 on link 114009501; GPS Ref: 436592;340526; Southbound,A38/4508B,-1.45669925663961,52.9608791899443,Inactive
148,MIDAS site at M1/4503B priority 1 on link 116007103; GPS Ref: 448122;387669; Southbound,M1/4503B,-1.27799250918992,53.3837023342715,Active
149,MIDAS site at M1/3211A priority 1 on link 123017001; GPS Ref: 459988;267927; Northbound,M1/3211A,-1.12159198119005,52.3062083051194,Inactive
150,MIDAS site at M25/5015A priority 1 on link 108032801; GPS Ref: 502426;184608; Clockwise,M25/5015A,-0.524120572989834,51.5510760788832,Active
151,MIDAS site at M1/2840B priority 1 on link 108019802; GPS Ref: 486327;243087; Southbound,M1/2840B,-0.741690013729999,52.0794322666846,Inactive
152,MIDAS site at M5/7970B priority 1 on link 200045240; GPS Ref: 380337;211237; Northbound,M5/7970B,-2.28654123759167,51.7994348163404,Active
153,MIDAS site at A1M/9790A priority 1 on link 118013401; GPS Ref: 440738;457716; Northbound,A1M/9790A,-1.37982028374693,54.013871859381,Active
154,MIDAS site at A1M/9362B priority 1 on link 108008701; GPS Ref: 522428;212344; Southbound,A1M/9362B,-0.226058502767254,51.7963604052188,Active
155,MIDAS site at M25/4832J priority 1 on link 103048901; GPS Ref: 502001;167383; Clockwise,M25/4832J,-0.535216065021046,51.3963228410662,Active
156,MIDAS site at M1/4592A priority 1 on link 116026901; GPS Ref: 440407;390154; Northbound,M1/4592A,-1.3936557297314,53.4066810268822,Inactive
157,MIDAS site at M40/8509L priority 1 on link 200055521; GPS Ref: 485048;191040; Southbound,M40/8509L,-0.773134129004326,51.6117802702978,Active
158,MIDAS site at M4/3293A priority 1 on link 102005301; GPS Ref: 413683;182400; Westbound,M4/3293A,-1.80408963394933,51.5403371454078,Active
159,MIDAS site at M1/4158A priority 1 on link 114008001; GPS Ref: 446648;354932; Northbound,M1/4158A,-1.3049300667832,53.0895895104071,Active
160,MIDAS site at M42/6289B priority 1 on link 111001702; GPS Ref: 412795;272148; Southbound,M42/6289B,-1.81358511063377,52.3472722828008,Active
161,MIDAS site at M61/2347A priority 1 on link 117007704; GPS Ref: 357814;426148; Northbound,M61/2347A,-2.64090429624218,53.7300266420828,Active
162,MIDAS site at M25/4463K priority 1 on link 103066002; GPS Ref: 530433;153279; Clockwise,M25/4463K,-0.131897469676738,51.263752609036104,Active
163,MIDAS site at M4/3331B priority 1 on link 102005401; GPS Ref: 410009;183068; Eastbound,M4/3331B,-1.85704686070463,51.5464200966305,Active
164,MIDAS site at A14/0070B priority 1 on link 107029602; GPS Ref: 462834;277654; Westbound,A14/0070B,-1.07804136724102,52.3933268401305,Inactive
165,MIDAS site at A1M/9763B priority 1 on link 122000301; GPS Ref: 441857;455089; Southbound,A1M/9763B,-1.36310562522243,53.9901737523202,Active
166,MIDAS site at M1/4849B priority 1 on link 116018202; GPS Ref: 429724;412478; Southbound,M1/4849B,-1.55223952000117,53.6080383358085,Active
167,MIDAS site at A1M/9411B priority 1 on link 200014152; GPS Ref: 446995;424913; Southbound,A1M/9411B,-1.28935416303615,53.7185380591633,Active
